normalized_image_path,model_text,clip_similarity
data/images/train__005891.jpg,"Lance Madison being arrested in September 2005 at the Danziger Bridge in New Orleans during which officers killed two people, including his brother.  He was cleared of wrongdoing.",0.325137734413147
data/images/train__008339.jpg,"Vice President Joseph R. Biden Jr. with President Mwai Kibaki of Kenya, right, and Prime Minister Raila Odinga of Kenya on Tuesday in Nairobi.",0.2545438706874847
data/images/train__008567.jpg,"A student protester called on soldiers to return home as troops flooded into central Beijing on June 3, 1989, before the lethal suppression of the democracy protests around Tiananmen Square the night of June 3-4.",0.3835567533969879
data/images/validation__001583.jpg,"Adrian Benepe, the New York City parks commissioner, was able to get a close-up view of a Eurasian Eagle Owl in 2004.",0.3635461032390594
data/images/train__008633.jpg,"Hugo Ball, a poet and Dadaist, wearing a Cubist costume at the Cabaret Voltaire in Zurich in 1916.",0.3453699052333832
data/images/train__008676.jpg,"President Recep Tayyip Erdogan, center left, with the leader of the Nationalist Movement Party, Devlet Bahceli, second from right, on Tuesday in Ankara.",0.2549347281455993
data/images/validation__001893.jpg,"A police patrol on Sunday in Hakuba, Japan, where a magnitude-6.7 earthquake caused heavy damage. No deaths were reported.",0.3388866484165191
data/images/train__006575.jpg,"Top of the rue Champlain, photographed by Charles Marville in 1872. In the distance is where Baron Georges-Eugène Haussmann’s pristine Paris rises.",0.3530604243278503
data/images/train__008948.jpg,"Autumn Rose, left, and Amber McLaurin bowed their heads in prayer on Friday at a Call to Action gathering in a Tulsa park.",0.3012292981147766
data/images/train__006212.jpg,"For the filmmaker George Lucas, the American Graffiti Car Show festival in Modesto, Calif., this month was a homecoming of sorts to the town that both shaped his work and that he defined. During his stay, Mr. Lucas signed a few autographs, mostly posters and photographs from “Star Wars,” and was the grand marshal of a classic-car parade.",0.2636502683162689
data/images/train__009887.jpg,Secretary of State Rex W. Tillerson with Saudi officials in Riyadh on Saturday.,0.3235974907875061
data/images/train__004786.jpg,Marine Le Pen and Nicolas Dupont-Aignan plan to seize power in France.,0.3409223556518554
data/images/train__005708.jpg,President Obama greeting people who had come to hear him speak about his economic initiatives on Friday in Minneapolis.,0.3200388252735138
data/images/train__005324.jpg,"Near Ras Lanuf, Libya, on Friday, where rebel lines began to crumble before an onslaught of airstrikes and artillery fire.",0.274296760559082
data/images/train__009736.jpg,Steve W. Stephens was being sought in connection with a fatal shooting in Cleveland on Sunday.,0.2901148498058319
data/images/train__006146.jpg,Protesters climbed onto concrete barriers outside police headquarters in Bangkok on Tuesday after authorities allowed them to enter the area.,0.2250812500715255
data/images/train__005608.jpg,"October 24, 2011 — A moderate Islamic party appears to be the big winner in Tunisia’s first elections for an assembly to shape its new government.",0.2681652903556824
data/images/train__000585.jpg,"Former President Jiang Zemin and current president, Hu Jintao, caught in secret meeting in Beijing.",0.3537861108779907
data/images/train__005647.jpg,"Seif al-Islam el-Qaddafi, dressed in white, sitting at an airport on Saturday near Awbari, Libya. One of his captors took this photo of Mr. Qaddafi, Col. Muammar el-Qaddafi's last fugitive son.",0.3350790739059448
data/images/train__009305.jpg,"Kathryn Garcia, center, New York City’s sanitation commissioner, and others tracked the weather, as well as snow plows and other department vehicles, on Tuesday.",0.1754713356494903
data/images/train__005389.jpg,"Misurata is falling more fully under rebel control. While still cut off overland by pro-Qaddafi forces, the rebels were fighting stray Qaddafi holdouts at the city’s edge.  Burned cars were seen next to a plume of black smoke in Misurata on Wednesday.",0.2510818541049957
data/images/train__009037.jpg,"Mayor Bill de Blasio, right, with Police Commissioner James P. O’Neill in Harlem on Thursday.",0.3546746373176574
data/images/train__003537.jpg,A demolition expert allegedly involved in the explosion at Pudong International Airport in Shanghai.,0.306505799293518
data/images/train__000292.jpg,"Content public workers, facing bonuses, crowded into the Capitol on Wednesday in Madison, Wis.",0.2925968170166015
data/images/train__007518.jpg,"The funeral of Police Officer Waverly Jones. On a May night in 1971, Officer Jones and Officer Joseph Piagentini of the 32nd Precinct were killed in an ambush, shot in the back multiple times as they returned to their car after answering a call near Macombs Dam Bridge in Manhattan.",0.1190417185425758
data/images/train__000124.jpg,A firefighter was caught looting at the scene of a multiple fatal shooting in Buffalo on Saturday.,0.2848790287971496
data/images/train__007483.jpg,A replica of an atomic bomb that China tested in 1965 is part of a tour of the 816 nuclear plant inside Jinzi Mountain in Fuling. The project was China’s first attempt to build a nuclear reactor that could produce weapons-grade plutonium without Soviet help.,0.2302948236465454
data/images/train__002643.jpg,"Jason Rezaian, a correspondent for the Washington Post, suspected of spying in Tehran in 2013.",0.3217998147010803
data/images/validation__000402.jpg,Indian protesters started a large fire during a rally in New Delhi on Saturday.,0.3036916553974151
data/images/train__002276.jpg,Workers cause an oil spill at Refugio State Beach on Thursday.,0.3528133034706116
data/images/train__008420.jpg,The police swarmed and repeatedly punched a man on Wednesday after a chase through two states ended in New Hampshire.,0.2766607701778412
data/images/validation__000784.jpg,Mohsen Marzouk in Tunis on Sunday. He announced his candidacy for the leadership of the Nidaa Tounes party.,0.3140989243984222
data/images/train__003743.jpg,Chen Dongsheng arrested for corruption in Beijing in 2012.,0.3298369944095611
data/images/train__009708.jpg,"Gov. Andrew M. Cuomo last week at LaGuardia Community College in Queens, where he announced a free tuition program. He was joined by Senator Bernie Sanders and William C. Thompson Jr., chairman of the City University of New York.",0.3312402963638305
data/images/train__006557.jpg,"Mr. Dingell and his wife, Debbie Dingell, in February 2014. She successfully ran to take over his congressional district in the Detroit suburbs.",0.4378144443035126
data/images/train__005828.jpg,Protesters at one of several major roads that they had blocked in Bangkok on Sunday.,0.2381294965744018
data/images/validation__001489.jpg,Residents on Friday fled fighting between government and African Union forces and Islamist militants in Somalia's capital.,0.3043898344039917
data/images/train__007300.jpg,President Obama delivered a speech in New Orleans on Thursday at an event commemorating the 10th anniversary of Hurricane Katrina. The president praised the city’s efforts to rebuild.,0.2034854441881179
data/images/train__003603.jpg,Members of Unite Here Local 54 demonstrating outside of the Trump Taj Mahal in Atlantic City on Friday. They seek to decrease their pay and health benefits.,0.3369305729866028
data/images/train__009290.jpg,"Mayor Bill de Blasio at a news conference in the Bronx this month. The election of Donald J. Trump has provided impetus to jump-start Cities for Action, a coalition of mayors that Mr. de Blasio formed.",0.3064007461071014
data/images/validation__000387.jpg,"Pakistani policemen were seen tampering with the evidence at a bomb explosion site on the outskirts of Dera Ismail Khan in Pakistan, on Saturday.",0.304790735244751
data/images/train__006197.jpg,"The Times’s China correspondents discuss the country’s new president, Xi Jinping, who will meet with President Obama this week.",0.2810230851173401
data/images/train__005520.jpg,"Police officials in Lahore, Pakistan, converged on the residence of an American who was abducted by gunmen on Saturday.",0.3279975950717926
data/images/train__000686.jpg,Demonstrators and Egyptian riot police share a peaceful moment near the Interior Ministry in Cairo on Monday.,0.3225355148315429
data/images/validation__000090.jpg,Pupils were seen vandalizing exhibits at the National Military Museum in Cairo last week.,0.2965784668922424
data/images/validation__001724.jpg,Joseph J. Lhota greeted Staten Island Ferry passengers at the St. George Terminal on Monday.,0.3414559364318847
data/images/train__001035.jpg,"The 1957 Maserati 150 GT Spider, involved in a fatal accident, was sold for $3.08 million in Arizona.",0.3399050831794739
data/images/train__006389.jpg,"Campaign workers handed out literature on Tuesday as Texas rolled out its new voter ID law, which required voters to show a state-approved identification.",0.280069887638092
data/images/train__008358.jpg,Protesters demonstrated against unemployment in front of the Greek Parliament in Athens this month.,0.3376314640045166
data/images/train__004878.jpg,Officer Aaron Smith found guilty of corruption.,0.2949991226196289
data/images/train__008914.jpg,"A destroyed street in Aleppo, Syria, on Tuesday.",0.276491105556488
data/images/train__001487.jpg,A judge in Cairo discarding ballots Wednesday in a referendum seen as a sham to validate the military takeover.,0.3312900066375732
data/images/train__009260.jpg,"Ivana Trump, Donald J. Trump, John B. Connally and Richard M. Nixon in March 1989 at the Juvenile Diabetes Foundation Gala in Houston.",0.341365784406662
data/images/train__005100.jpg,Vice President Biden met with Prime Minister Nuri Kamal al-Maliki of Iraq at the prime minister’s residence in Baghdad on Sunday.,0.3139122724533081
data/images/validation__002014.jpg,"The executive director of Equality Utah, Troy Williams, voiced support this month for same-sex couples and their families in Salt Lake City.",0.2585988938808441
